Fathy	(48,35),(4,32),(45,42),(26,10),(2,22),(37,58)	102	

Abdallah	(19,50),(4,43),(44,2)	102	

Arousi	(17,23)	102	

Ahmed	(38,41),(35,36),(41,12),(59,17),(29,6),(48,52)	102	

Fathy	(26,7)	102	

Bela	(44,28),(28,47),(5,28),(8,25),(5,13),(50,52),(24,4),(8,39),(18,51),(16,39),(52,26),(29,28),(16,35)	103	

Abdallah	(29,3),(39,58),(43,18),(5,39),(30,57),(44,51),(35,5)	103	

nice	(43,12),(2,58),(38,41),(5,40),(23,51),(14,39),(33,7),(31,41),(53,35)	103	

Hela	(9,4),(23,55),(11,48),(22,13),(8,58)	103	

Esso	(37,34),(19,29),(28,18),(30,5),(27,37),(21,28),(26,8),(54,52),(18,17),(25,26),(45,16)	103	

Bela	(50,55),(53,25),(30,34),(5,12),(52,2),(2,8)	103	

Hela	(43,1),(50,0),(40,39),(34,25)	103	

nice	(55,7),(24,28),(16,19),(49,20),(29,36),(4,30),(48,36),(0,28),(23,4),(3,19),(52,29),(56,53),(27,20)	103	

Ahmed	(19,43),(54,9),(23,56),(54,16),(7,1),(35,7),(31,17),(45,56),(14,12)	103	

Bela	(41,32),(4,1),(24,45),(22,25),(6,57),(50,38),(14,12),(6,55),(52,57),(5,26),(34,23),(12,56)	103	

Fathy	(7,57),(3,48),(3,21),(48,12),(26,13),(21,48),(31,10),(17,42),(7,55),(26,40)	103	

Abdallah	(22,37),(41,42),(2,56)	103	

not nice	(8,14),(14,26),(9,42)	103	

not nice	(55,56),(23,3),(15,10),(32,40),(12,32),(41,21),(9,49),(10,47),(19,26),(25,18),(39,37),(12,8)	103	

Ahmed	(33,8)	103	

balwa		103	

nice	(13,49),(2,10),(4,58),(13,49),(21,28)	103	

Bela	(34,2),(15,58),(6,25),(22,29),(17,3),(27,40),(49,23),(51,51),(46,43),(51,3),(26,34)	103	

Ahmed	(28,56),(53,37),(36,12),(16,23),(52,58),(10,37)	103	

7elwa	(0,46),(45,27),(21,6),(15,6),(24,13),(24,59)	103	

Arousi	(4,53),(33,18),(18,7),(48,16),(8,5),(1,23),(4,54),(45,15),(29,16),(53,55)	104	

Abdallah	(17,34),(33,19),(18,37),(27,19),(42,10),(39,39),(59,39),(18,50),(29,47)	104	

Ahmed	(44,8),(51,45),(38,48),(59,24),(20,33),(9,59),(29,9),(29,5),(27,42)	104	

not nice	(17,1),(46,43),(47,2),(9,9),(20,15),(59,3),(21,7),(51,17),(40,42),(45,13),(42,13),(31,51),(40,57),(23,25),(40,10)	104	

Hela	(13,10),(47,25),(45,41),(43,21),(31,40),(57,28),(26,32),(30,15),(21,47),(58,51),(34,0)	104	

7elwa	(2,28),(54,13),(32,29),(52,2),(40,13),(47,45),(47,22),(27,4)	104	

Bela	(0,6),(4,25),(19,49),(28,44),(11,3),(57,17),(42,57)	104	

7elwa	(47,38),(33,49),(53,14),(18,59),(53,37),(9,24),(52,16),(5,10),(2,49)	104	

Bela	(35,8),(22,58),(21,41),(59,53),(6,51),(12,12),(40,40),(32,18),(39,1),(25,53),(58,13),(59,48),(52,53),(17,13),(30,9)	104	

Body	(8,31),(8,27),(48,24),(21,36),(44,3),(36,48),(19,10),(40,53),(14,14),(7,8)	104	

thanks	(14,40),(10,57)	104	

Arousi	(9,9),(38,26),(54,47),(42,41)	104	

balwa	(30,43),(24,57),(43,2)	104	

nice	(50,2),(21,25),(27,37),(18,19),(53,0),(28,11),(50,15),(52,4),(36,10),(46,38),(57,51),(13,44)	104	

nice	(34,52),(21,48),(58,20),(47,16),(45,28),(30,1),(16,18),(56,29),(32,3)	104	

balwa	(56,51),(11,14),(32,20),(37,32),(49,29),(23,4),(51,14),(23,38),(23,56),(29,59),(59,32),(30,24),(30,34),(45,47)	104	

Esso	(38,32),(53,39),(20,54)	104	

7elwa	(20,57),(21,40),(48,34),(20,38),(34,25),(51,24),(13,21),(36,1),(39,35),(23,10),(8,59),(48,12)	104	

thanks	(19,2),(38,24),(57,28),(32,57),(41,42),(1,1),(51,45),(44,22),(0,35),(41,47),(30,59),(26,2),(58,16),(44,11)	105	

7elwa	(15,45),(33,57),(43,0)	105	

Arousi	(18,41)	105	

Arousi	(19,52),(21,17),(53,7),(55,45),(38,32),(10,27),(43,52),(11,56),(35,48),(40,2),(40,41),(3,46),(0,37),(48,40)	105	

balwa	(42,55),(21,52),(38,44),(20,35),(1,49)	105	

balwa		105	

Body	(34,31),(55,1),(4,54),(44,24),(39,36),(54,3),(18,5),(22,42),(59,3),(4,10),(34,22),(43,56),(10,24)	105	

not nice	(7,42),(8,27)	105	

Arousi	(44,32),(9,27),(34,46),(1,29),(53,2),(31,0),(4,7),(17,41),(20,41),(26,43),(42,15),(26,35),(42,7)	105	

not nice	(51,17),(40,37),(0,34),(6,20),(46,0),(31,43),(20,32),(49,9),(37,43),(5,28),(42,21),(51,32)	105	

Fathy	(59,52),(11,20),(42,13),(40,22),(8,38),(3,3),(13,53),(52,13),(13,37),(38,10),(48,47),(46,32),(14,12),(6,17)	105	

nice	(39,9),(3,16),(5,12),(13,6),(10,9),(41,13),(31,50),(28,3),(16,33),(0,26)	105	

Abdallah	(50,48),(40,41),(41,53),(28,53),(2,55),(43,14),(14,23),(33,12),(36,18),(43,31),(41,32),(14,49),(52,22),(45,3)	105	

Fathy	(30,11),(20,52),(9,30),(38,36),(18,21),(42,50),(17,45),(29,29),(10,8),(7,42)	105	

Hela	(5,1),(58,38),(10,41),(41,30)	105	

Fathy	(48,49),(43,30),(25,56),(10,56),(42,13),(26,56),(32,50),(48,50),(0,36),(33,9),(2,13),(3,57),(14,34)	105	

Arousi	(58,55)	105	

7elwa	(17,14),(18,11),(50,33),(22,45)	105	

Body	(57,25),(50,22),(42,50),(56,30),(9,17)	105	

Esso	(45,24),(33,10)	105	

balwa	(45,4),(17,43),(27,12),(56,53),(14,5),(48,39)	105	

Hela	(33,53)	105	

Hela	(20,41),(7,30),(3,3),(25,57)	105	

thanks	(5,24),(21,12),(10,42),(9,33)	105	

Esso	(45,58),(57,13),(25,9),(55,47),(22,52),(36,14),(43,30),(37,20),(24,33)	105	

Ahmed	(33,32),(38,50),(30,33),(26,31),(30,31),(3,45),(13,26),(43,46),(30,46),(18,7),(50,23),(58,58),(10,23),(20,44)	105	

balwa	(36,26),(0,43),(17,54),(52,12),(14,0),(16,33)	105	

Fathy	(1,30),(42,41),(55,9),(39,44),(50,43),(24,44),(34,0)	105	

not nice	(52,33),(29,28),(32,51)	106	

Abdallah	(31,19),(35,45)	106	

Hela	(0,33),(38,9),(11,7),(51,18),(26,38),(25,15),(6,36),(49,17),(59,14),(57,4)	106	

Bela	(31,5),(11,0),(38,18),(7,9),(27,45),(20,55),(6,53),(57,12),(41,53),(4,57),(12,15),(25,44)	106	

Hela	(13,37),(23,42),(12,30),(48,9),(19,35)	106	

nice	(37,53),(17,23),(27,2),(58,30),(30,57),(21,30)	106	

balwa	(9,2),(7,18),(7,50),(25,40),(57,35),(8,25),(5,21),(3,22),(45,44),(53,31),(52,54),(59,12),(47,20),(43,41),(0,58)	106	

Arousi	(26,39),(35,36),(17,9),(59,29),(57,23),(55,43),(57,5),(27,34),(31,51),(8,12),(59,27)	106	

Ahmed	(42,35),(58,53),(52,47),(54,3),(43,4),(39,44),(55,31),(43,1),(32,34),(47,47),(8,27),(14,5),(43,17),(58,3)	106	

Abdallah	(51,53),(32,52),(17,9),(17,27),(7,48),(42,27)	106	

Body	(28,58),(35,20),(50,13),(2,31),(44,48),(1,21),(50,38),(19,50)	106	

Esso	(27,7),(4,42),(13,58),(18,28),(22,50),(17,13),(38,39),(19,47),(12,20),(32,13)	106	

Arousi		106	

Arousi	(29,20),(7,31),(3,24),(27,25),(8,28),(48,26),(55,21),(40,34)	106	

Ahmed	(18,48),(13,4),(57,24),(47,26)	106	

Fathy	(58,41),(25,46),(41,34),(50,14),(30,40)	106	

Bela	(57,2),(30,56),(0,15),(23,27),(0,37),(49,37),(13,40),(36,12),(20,19)	106	

7elwa	(16,56),(58,45),(52,4),(3,35),(46,16),(19,40),(30,56),(29,11),(22,45),(58,51),(54,2),(40,50),(30,6)	106	

Ahmed	(10,44),(9,18),(14,38),(23,47),(49,1),(51,58),(11,58),(15,3)	107	

Bela	(49,22),(45,51),(18,38)	107	

balwa	(6,47),(30,49),(28,14),(43,48),(36,29),(41,55),(54,3),(31,16),(58,13),(7,45),(45,33),(12,37),(58,34),(31,47)	107	

not nice	(7,23),(46,32),(15,42),(2,46),(24,3)	107	

7elwa	(28,27),(3,45),(36,21),(22,20)	107	

Bela	(51,11),(16,30),(56,15),(36,51),(45,47),(41,12),(8,8)	107	

Body	(20,42),(23,50),(12,3),(47,32),(49,4),(8,36),(57,23),(44,41),(5,2),(18,12),(3,54)	107	

Bela	(1,38),(23,28)	107	

not nice	(30,36),(37,43),(43,31),(50,9),(45,43),(31,48),(30,52),(15,4),(52,43),(18,41),(18,1),(2,51),(22,17),(29,12),(32,44)	107	

7elwa	(3,23),(56,19),(40,13),(1,51),(32,44),(14,5),(54,26)	107	

nice	(50,47),(10,20),(23,38),(33,59),(44,29),(26,2),(17,12),(3,10),(42,18)	107	

not nice	(21,25),(16,4),(12,59),(11,8),(26,38),(21,45),(57,4),(53,54),(28,6),(36,16),(18,57),(24,24)	107	

Hela	(12,8),(47,48),(12,43),(16,7),(20,17),(25,55),(21,20),(16,53),(17,55),(34,7),(16,56),(40,54),(37,14),(48,28)	107	

Arousi	(26,36),(16,40),(12,52),(49,47),(35,5)	107	

Ahmed	(3,48)	107	

Arousi	(17,41),(38,52),(34,37),(16,38),(58,29),(45,23),(30,23),(37,57),(26,43),(43,45),(40,8),(40,19),(6,4),(27,17)	107	

thanks		107	

Arousi	(20,41),(22,32),(55,20),(40,40),(51,38),(35,30),(58,14),(29,39),(31,22),(25,3),(58,36),(21,13)	107	

Fathy	(50,36),(39,47),(16,14),(39,37),(9,34),(46,27),(45,9),(19,5),(4,12),(28,27),(43,58),(15,30),(21,11)	107	

nice	(25,13),(42,0),(20,2),(17,45),(23,13)	107	

Ahmed		108	

thanks	(10,45),(45,32),(19,36),(53,34),(14,37)	108	

Bela	(6,27),(2,26),(38,51),(28,42),(7,28)	108	

Bela		108	

not nice	(36,50),(20,32),(37,49),(22,32)	108	

not nice	(48,22),(36,41),(44,39),(50,22),(59,43),(25,53),(2,31),(43,14),(18,39),(39,44),(3,52)	108	

Hela	(2,52),(40,19),(59,16),(42,51),(20,52),(11,31),(58,9),(9,8),(52,0),(23,1),(1,39)	108	

Esso	(8,52),(19,20),(36,2),(40,41),(39,40),(52,8),(28,12),(25,36),(28,25),(18,55),(6,52),(4,19)	108	

balwa	(4,5),(55,18),(10,24),(15,54),(14,45),(46,36),(15,0),(27,55),(37,32),(47,41),(39,53),(12,21),(28,42),(50,56)	108	

Hela		108	

Esso	(46,26),(8,32),(7,1),(21,40),(5,58),(9,10),(55,59),(55,58),(14,41)	108	

Esso	(39,35),(9,30),(45,38),(26,24),(9,17),(20,12),(16,43),(53,9),(53,22),(40,16),(47,55),(37,44)	108	

Hela	(10,25),(6,59),(38,2),(28,25),(40,52),(57,55),(4,50)	108	

thanks	(24,35),(19,23),(25,45),(34,18),(32,27),(26,21)	108	

Ahmed	(29,16),(27,18),(50,58),(42,47),(58,29),(27,42),(35,42),(58,50),(58,33),(1,25),(36,37)	109	

Esso	(13,40),(17,53),(26,18),(7,11),(41,0)	109	

Arousi	(1,33),(29,44),(57,11),(57,52),(25,27),(45,21),(49,49)	109	

Abdallah	(20,37),(23,38),(44,9),(13,26),(24,29),(55,3),(45,41),(15,28),(30,55),(39,24),(14,14),(12,45),(12,50),(51,45),(41,39)	109	

Fathy	(25,35),(13,31),(47,53),(41,3),(55,33),(46,30),(18,45),(44,17),(57,22),(39,48),(5,56),(35,12)	109	

Body	(7,3),(24,16),(55,26),(29,54),(31,42),(14,46),(48,41),(11,45),(53,12)	109	

Body	(9,9),(43,32)	109	

Body	(29,22),(18,19),(18,22),(19,31),(43,44),(38,55),(20,58),(32,36)	109	

Body	(16,24),(31,22),(15,32),(2,27),(46,9),(57,28),(51,5),(16,6),(40,7),(1,42),(41,26)	109	

Ahmed	(25,2),(42,56),(20,28),(48,21),(49,36),(28,31),(58,26),(7,49),(13,28),(11,20),(15,46),(12,44),(56,16),(3,23),(54,49)	109	

balwa	(24,25),(30,29),(5,28),(59,13),(29,17),(34,4)	109	

Hela	(59,22),(28,46),(2,2),(57,35),(4,18),(19,11),(51,18)	109	

Fathy	(43,20),(22,34),(36,25),(29,24),(53,5),(26,5),(10,38),(32,19),(38,56),(56,28),(10,28),(10,32)	109	

nice	(5,47),(28,18),(30,49),(51,44),(46,46),(9,54),(3,35),(21,49),(32,44)	109	

Ahmed	(17,23),(44,5),(28,8),(52,40),(41,54),(14,9),(2,16),(55,24),(55,3),(14,24),(56,15),(18,31),(59,7),(55,33)	110	

Fathy	(5,12),(28,28),(40,19),(27,18),(58,37),(40,52),(29,16)	110	

Ahmed	(16,9),(1,6),(32,26),(30,24),(19,49),(54,35),(4,43),(22,31)	110	

Arousi	(35,7),(14,43),(1,31),(2,26),(50,11),(57,39),(7,53),(47,45),(43,39),(50,18)	110	

Body	(17,51),(32,48),(10,30),(26,33),(3,51),(51,19),(9,32),(51,20)	110	

Body	(20,49),(37,57),(15,46),(13,11),(52,51),(29,8),(18,30),(37,27),(15,35),(34,30),(35,29),(29,51),(37,23),(31,40),(25,6)	110	

Hela	(32,27),(22,2)	110	

Body	(33,18),(16,9),(42,10),(3,38),(21,13),(52,23),(56,50),(17,27),(53,24),(28,51)	110	

balwa	(32,10),(49,54),(1,33),(54,19),(10,24),(57,27),(48,21),(30,49),(27,29),(49,45),(39,43),(41,52),(54,0),(18,21)	110	

Abdallah	(37,56),(44,15),(33,42),(15,32),(48,5),(34,8),(10,18),(4,2),(3,18),(19,58),(45,2),(57,49),(23,55),(16,58)	110	

Body	(35,45),(14,56),(38,17),(56,6),(32,31),(3,47),(36,51),(26,34)	110	

Abdallah	(17,19),(2,14),(18,4),(56,17),(16,4),(37,50),(28,58),(24,5),(14,21),(53,46),(33,18),(18,16),(2,53),(6,16),(36,3)	110	

Ahmed	(42,22),(41,44),(30,16),(20,0),(17,16),(58,0),(32,23)	110	

Abdallah	(11,49),(21,54),(10,4),(18,32),(31,29),(40,53),(48,30),(22,14),(37,8),(19,23),(58,49),(12,26)	110	

not nice	(21,6),(28,38),(52,13),(29,5),(16,14),(52,17),(58,32),(25,17)	110	

Abdallah	(3,53)	110	

Body	(6,21),(44,53),(40,35),(54,48),(21,51),(31,46),(24,32),(43,55)	110	

Ahmed	(34,19),(37,28),(17,12),(53,9),(12,38),(31,36),(56,18),(11,42),(41,6),(13,2),(52,16)	110	

Body	(57,49),(39,37),(0,13),(1,30),(47,14),(51,15),(11,0),(58,17),(19,39),(37,17),(36,9),(11,5),(8,4),(21,48),(17,35)	110	

balwa	(13,50),(12,23),(3,27),(23,59),(59,4),(1,59),(18,35)	110	



Page page1 has the following tuples:

nice	(33,34),(20,25),(50,21),(43,14),(54,8),(37,24),(42,31),(41,29),(49,32)	110	

Body		110	

balwa	(19,19),(7,28),(58,3),(3,39),(54,35),(39,42),(22,9),(53,38),(11,40)	110	

thanks	(19,37),(29,19),(6,15),(53,6)	110	

Abdallah	(36,41),(43,30)	110	

Ahmed	(43,40),(30,54),(12,3),(23,25),(5,7)	110	

nice	(33,40),(8,41),(28,17)	111	

thanks	(27,35),(12,33),(28,54),(20,20),(15,53),(11,49),(0,18),(10,58),(15,57),(53,21),(6,15)	111	

Ahmed	(32,2),(52,8),(8,55),(25,43),(4,43),(49,52),(52,20),(29,11),(32,0),(47,45),(10,17),(33,38),(31,45)	111	

Ahmed	(0,15),(29,13),(13,57),(15,5),(14,14),(44,27),(51,16),(16,54),(28,0),(2,32),(4,0),(35,48)	111	

Esso	(7,39),(16,53),(19,32),(26,36),(25,12),(40,51),(52,7),(25,55),(14,27),(35,2),(2,54),(49,15)	111	

not nice	(59,11),(28,54),(41,2),(30,53),(39,57),(16,13),(48,29),(25,32),(36,12),(58,10),(56,41)	111	

Bela	(40,3),(6,18),(28,1)	111	

Hela	(10,19),(18,12),(10,15),(25,22),(40,49),(13,49),(38,24),(51,38),(35,42)	111	

Hela	(18,8),(56,1),(28,56),(43,36),(46,34),(38,40),(0,2),(59,46)	111	

Fathy	(21,53),(25,16),(50,1),(22,48),(51,55),(16,59),(30,8),(36,36)	111	

Body	(46,3),(20,17)	111	

Esso	(13,21),(9,58),(11,19),(36,10),(30,51),(13,6),(35,40),(32,13),(46,28)	111	

Esso	(8,35),(7,8),(11,56),(9,13),(3,42),(24,48),(27,30),(59,33),(44,6),(31,32),(55,54),(56,42),(9,27)	112	

Fathy		112	

nice	(0,50),(46,9),(54,49),(58,46),(41,8),(56,41),(20,19),(54,44),(35,23),(57,25),(15,0),(4,51)	112	

Body	(44,12),(28,32),(35,5),(6,46),(54,26),(12,5),(36,9),(20,37),(15,2),(45,45),(38,22),(10,14)	112	

Abdallah	(55,13),(58,54),(41,40),(15,38)	112	

nice	(44,35),(21,8),(5,12),(34,13),(57,43),(53,51),(48,51),(8,54)	112	

balwa	(30,16),(42,56),(18,40),(17,4),(40,35),(19,9),(55,5),(42,30),(41,34),(41,11),(4,18),(17,13),(30,33),(35,22)	112	

Esso	(10,19),(18,31),(20,13),(13,21),(23,3),(16,17),(57,15),(29,11),(38,38),(34,5),(33,52),(54,8),(52,30)	112	

Esso	(29,44),(28,15),(7,59),(48,47),(44,13),(32,24),(58,27),(50,42),(57,17),(21,20),(57,58),(14,55),(20,2),(38,27),(59,28)	112	

Hela	(58,23),(3,9),(30,43),(45,48),(22,9),(43,1),(44,55),(6,23),(20,34),(36,15),(24,31),(58,18)	112	

Hela	(26,19),(42,44),(46,26),(47,11)	112	

Ahmed		112	

balwa	(27,49),(7,50),(10,22),(10,8),(8,57),(59,31),(36,54),(31,21)	112	

Body	(33,43),(7,28),(23,23),(9,46)	112	

Hela	(42,36),(29,33),(59,20),(38,47),(8,59),(11,24),(48,43),(33,3),(54,21)	113	

Fathy	(48,47),(32,56),(18,49),(36,23),(38,55),(49,5),(47,53),(39,33),(42,43)	113	

Abdallah	(46,28),(12,1),(7,8),(49,53),(4,37),(50,29),(16,26),(49,15),(51,4),(41,13),(28,12),(19,49),(2,56)	113	

7elwa	(36,28),(1,3),(39,0),(39,46),(13,27),(14,8),(15,31)	113	

nice	(2,29),(12,50),(16,2),(20,30),(7,26),(38,35),(41,20),(25,10),(22,55),(3,31),(53,20),(10,51),(21,20),(21,59)	113	

balwa	(2,30)	113	

Fathy	(46,30),(42,20)	113	

nice	(41,47),(35,16),(3,36)	113	

nice	(31,47),(2,50),(3,8),(40,51),(57,27),(29,33),(30,0),(35,19)	113	

Fathy	(9,2),(58,23),(35,7),(26,14),(15,53),(24,15),(33,32),(2,38),(39,10)	113	

Fathy	(1,17),(7,20),(50,21),(29,8),(57,5)	113	

Fathy	(24,42),(33,58),(37,35),(18,4),(29,27),(55,22),(33,10),(16,38),(18,28),(22,29),(36,0),(36,20),(51,5),(48,24)	113	

Bela	(51,57),(47,59),(8,8),(40,19),(46,58),(30,16),(13,41),(24,46),(33,19),(10,2),(14,25),(55,28),(45,55)	113	

Bela	(2,8),(45,14),(34,21)	113	

Ahmed	(12,52),(0,51),(28,0),(22,44),(22,51),(49,37),(44,43),(41,52),(12,17),(30,43)	113	

thanks	(26,34),(41,37),(42,48),(1,56),(49,37),(50,12),(52,19),(18,59),(30,26),(59,48),(21,1)	113	

balwa	(40,54),(13,4),(38,38),(5,46),(27,50),(7,50),(6,56)	113	

Body	(35,59),(0,59),(7,43)	113	

balwa	(40,53),(8,26),(56,24),(40,56)	113	

balwa	(23,3),(42,40),(44,45),(5,20),(23,41),(47,42),(40,8)	113	

Abdallah	(46,24),(42,27),(15,23),(16,41),(27,33),(12,55),(44,2)	113	

Body	(56,11),(16,53),(0,3),(7,47),(23,58),(56,5),(41,57),(17,26),(49,47),(30,29),(0,28),(59,5),(25,26),(16,16),(51,22)	114	

Abdallah	(12,20),(9,58),(26,52),(57,14),(17,8),(58,56),(31,50),(43,16),(21,7),(32,25),(29,26),(13,6)	114	

nice	(11,51),(26,50),(31,5),(59,27),(53,22),(54,7),(1,55),(56,22)	114	

Esso	(49,40),(29,27),(16,26),(7,26),(19,11),(57,35),(37,39),(44,40),(2,6),(55,48),(0,45)	114	

thanks	(37,1),(0,23),(42,37),(4,1),(22,26),(44,22),(25,51),(49,3),(6,52),(38,40),(2,28),(25,11),(24,16)	114	

Hela	(39,16),(59,49),(37,31),(31,33),(41,59),(52,58),(1,41),(14,27),(44,21),(49,25),(19,28),(31,59),(14,48),(8,45)	114	

7elwa	(49,10),(5,50),(0,2),(46,12),(26,4),(55,13),(28,16),(10,36),(22,24),(46,46),(13,28),(29,5)	114	

Esso	(13,29),(17,51)	114	

7elwa	(34,0),(40,42),(51,7)	114	

not nice	(50,51),(33,6),(21,56),(3,30)	114	

Arousi	(49,58),(34,55),(19,29),(38,24),(17,35),(48,56),(21,47),(48,22),(18,17),(6,44),(43,6),(25,54)	114	

Ahmed	(42,40),(22,45),(13,37),(20,57),(22,59),(20,56),(8,45),(32,57),(52,26),(48,5),(33,56),(4,19),(58,32),(26,27),(13,55)	114	

thanks	(19,39),(11,15),(22,38),(32,6),(33,9),(30,11),(30,28),(51,6),(7,14),(34,35)	114	

balwa	(8,45),(52,4),(36,16),(9,8),(21,37),(22,59),(23,49),(13,11)	114	

balwa	(29,17),(55,18),(33,17),(24,30),(59,4),(32,5),(39,35),(30,34),(23,33)	114	

thanks	(15,28),(58,37),(8,47),(32,53),(34,5),(9,27),(32,51),(21,9),(59,38),(17,25),(59,47),(43,30),(13,18)	115	

Fathy	(30,12),(25,50),(18,24),(40,29),(36,19)	115	

balwa	(1,15),(51,46),(29,50)	115	

Bela	(30,51),(22,34)	115	

Body	(30,47),(8,18),(43,19),(7,14),(23,46),(36,56),(24,37)	115	

Ahmed	(33,37),(51,37),(40,29),(10,47),(20,33),(29,21),(17,18),(16,42),(2,29),(11,36),(43,32),(22,19),(34,28),(10,57)	115	

not nice	(20,33),(3,11),(28,41),(6,34),(38,2),(45,53),(16,32),(4,42)	115	

Hela	(48,32)	115	

Bela	(38,25),(31,56),(42,19),(56,53),(15,7),(51,5),(18,30),(45,53),(46,9),(12,51),(54,26),(42,19)	115	

Ahmed	(6,22),(22,40),(48,9),(13,23),(3,10),(12,42),(37,16),(38,51),(47,27),(16,4),(16,27),(1,3),(29,5),(14,7),(26,6)	115	

Ahmed	(57,41),(26,43),(20,56),(21,41),(5,59),(34,48),(14,27),(32,34),(41,4),(30,55),(10,45),(12,18)	115	

Ahmed	(29,32),(23,22),(29,1),(29,55),(57,15),(14,8),(58,41)	115	

balwa	(16,9),(17,24),(44,34),(21,56),(35,34),(8,42),(48,16),(35,22),(1,26),(48,8)	115	

thanks	(52,34),(42,30),(21,4),(48,17),(33,13),(23,11),(58,46),(22,39),(50,18),(45,24),(45,18),(38,51),(19,2)	115	

thanks	(28,30),(34,10),(34,47),(35,22),(7,43),(56,25),(45,30),(7,6),(58,30),(6,37)	115	

thanks	(43,24),(50,41),(44,11),(36,38),(20,48),(31,53),(59,56),(56,47),(55,6),(56,20),(17,18),(53,1)	115	

Esso	(12,2),(46,41),(55,42),(18,23),(52,16),(22,18),(11,47),(28,0),(59,41)	116	

